CpG_id	Symbol	Description
cg10784030	INPP5B	inositol polyphosphate-5-phosphatase; 75kDa
cg10784067	ERCC4	excision repair cross-complementing rodent repair deficiency; complementation group 4
cg10784090	CLDN18	claudin 18 isoform 2
cg10784341	PHACTR2	phosphatase and actin regulator 2
cg10784785	SIAH1	seven in absentia homolog 1 isoform b
cg10784813	SOCS1	suppressor of cytokine signaling 1
cg10784821	COQ6	coenzyme Q6 homolog isoform a
cg10786622	NUP153	nucleoporin 153kDa
cg10786880	PRKAA1	protein kinase; AMP-activated; alpha 1 catalytic subunit isoform 1
cg10787197	C6orf105	hypothetical protein LOC84830
cg10789261	LARP5	La ribonucleoprotein domain family; member 5
cg10791260	TNFSF15	tumor necrosis factor (ligand) superfamily; member 15
cg10791955	C6orf75	chromosome 6 open reading frame 75 isoform 2
cg10792326	DNCL1	cytoplasmic dynein light polypeptide
cg10795646	S100A10	S100 calcium-binding protein A10
cg10796979	LMBRD1	liver regeneration p-53 related protein
cg10797195	TOE1	target of EGR1; member 1 (nuclear)
cg10797910	SNF1LK2	SNF1-like kinase 2
cg10798171	ICA1	islet cell autoantigen 1 isoform 1
cg10801213	SLC7A3	solute carrier family 7 (cationic amino acid transporter; y+ system); member 3
cg10801369	RFFL	rififylin
cg10805447	ZNF297B	zinc finger protein 297B
cg10805667	FLJ20625	hypothetical protein LOC55004
cg10805676	MRPL28	mitochondrial ribosomal protein L28
cg10806140	SFRP4	secreted frizzled-related  protein 4
cg10807560	SLC8A1	solute carrier family 8 (sodium/calcium exchanger); member 1
cg10809441	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8
cg10810921	CRLF1	cytokine receptor-like factor 1
cg10812811	C20orf112	hypothetical protein LOC140688
cg10814135	ASPSCR1	alveolar soft part sarcoma chromosome region; candidate 1
cg10818284	SYP	synaptophysin
cg10818781	PHB2	prohibitin 2
cg10819446	PARD6A	partitioning defective-6 homolog alpha
cg10821722	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
cg10822116	TLN1	talin 1
cg10822172	CREB5	cAMP responsive element binding protein 5 isoform alpha
cg10823157	ATP9B	ATPase; Class II; type 9B
cg10823546	MAK10	corneal wound healing-related protein
cg10823926	ANKRD35	ankyrin repeat domain 35
cg10829134	ZA20D3	zinc finger; A20 domain containing 3
cg10829427	RPUSD3	RNA pseudouridylate synthase domain containing 3
cg10830758	C10orf4	FRA10AC1 protein isoform FRA10AC1-3.1
cg10832166	PWCR1	
cg10832945	FLJ45964	hypothetical protein LOC401040
cg10833014	HSP90AA1	heat shock protein 90kDa alpha (cytosolic); class A member 1 isoform 2
cg10833091	C7orf23	chromosome 7 open reading frame 23
cg10833576	ANKRA2	ankyrin repeat; family A (RFXANK-like); 2
cg10834439	ZNHIT4	high mobility group AT-hook 1-like 4
cg10834677	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like); member A3 isoform 1
cg10835876	DPT	dermatopontin precursor
cg10837843	DUSP1	dual specificity phosphatase 1
cg10839521	FLJ32786	hypothetical protein LOC136332
cg10839723	TBL1X	transducin beta-like 1X
cg10839997	B3GNT6	beta-1;3-N-acetylglucosaminyltransferase bGnT-6
cg10840135	CYP2D6	cytochrome P450; family 2; subfamily D; polypeptide 6 isoform 1
cg10840864	PSMC5	proteasome 26S ATPase subunit 5
cg10841258	CTTNBP2NL	hypothetical protein LOC55917
cg10844844	KCNK5	potassium channel; subfamily K; member 5
cg10845200	DRD1IP	dopamine receptor D1 interacting protein
cg10846410	HSPA2	heat shock 70kDa protein 2
cg10846922	RAB9P1	
cg10847798	LAMC1	laminin; gamma 1 precursor
cg10848367	SCGB1D2	lipophilin B precursor
cg10849854	GREB1	GREB1 protein isoform a
cg10850119	FBXO4	F-box only protein 4 isoform 2
cg10850580	RBAF600	retinoblastoma-associated factor 600
cg10851775	SLC26A7	solute carrier family 26; member 7 isoform a
cg10853416	MS4A7	membrane-spanning 4-domains; subfamily A; member 7 isoform 1
cg10857345	TEX13B	testis expressed sequence 13B
cg10857774	DMPK	myotonic dystrophy protein kinase
cg10857807	MAD1L1	MAD1-like 1 protein
cg10861017	ZNF420	zinc finger protein 420
cg10861599	TNFSF4	tumor necrosis factor (ligand) superfamily; member 4
cg10861751	RGS1	regulator of G-protein signalling 1
cg10862535	PGLYRP1	peptidoglycan recognition protein 1
cg10862587	GLB1L	galactosidase; beta 1-like
cg10862848	GNMT	glycine N-methyltransferase
cg10863038	OBFC2A	hypothetical protein LOC64859 isoform 2
cg10864286	CXorf22	hypothetical protein LOC170063
cg10864501	POLDIP3	DNA polymerase delta interacting protein 3 isoform 1
cg10864941	LYZL4	lysozyme-like 4
cg10865119	C6orf208	hypothetical protein LOC80069
cg10866709	GATA4	GATA binding protein 4
cg10869069	ASCC3	activating signal cointegrator 1 complex subunit 3 isoform a
cg10869376	MRPS31	mitochondrial ribosomal protein S31
cg10871523	FLJ30655	sodium channel associated protein 1
cg10872209	ARL3	ADP-ribosylation factor-like 3
cg10872212	KLHDC8B	hypothetical protein LOC200942
cg10872447	GTF2F2	general transcription factor IIF; polypeptide 2 (30kD subunit)
cg10874403	POU1F1	POU domain; class 1; transcription factor 1 (Pit1; growth hormone factor 1)
cg10876928	SDC4	syndecan 4 precursor
cg10878307	ATAD4	hypothetical protein LOC79170
cg10878896	CS	citrate synthase precursor; isoform a
cg10878998	CYB5A	cytochrome b-5 isoform 1
cg10880863	SEC8L1	SEC8 protein
cg10881306	CRIM1	cysteine-rich motor neuron 1
cg10882227	APLP2	amyloid beta (A4) precursor-like protein 2
cg10883303	HOXA13	homeobox protein A13
cg10883352		
cg10883621	MGC16372	hypothetical protein LOC92749
cg10885338	ECRG4	esophageal cancer related gene 4 protein
cg10885645	CLSTN3	calsyntenin 3
cg10887021	PCDHB2	protocadherin beta 2 precursor
cg10887392	CTDSP1	CTD (carboxy-terminal domain; RNA polymerase II; polypeptide A) small phosphatase 1 isoform 1
cg10889070	RNPS1	RNA-binding protein S1; serine-rich domain
cg10889792	KRTAP5-9	keratin associated protein 5-9
cg10891025	EIF3S1	eukaryotic translation initiation factor 3; subunit 1 alpha; 35kDa
cg10891157	CRTAP	cartilage associated protein precursor
cg10891879	CASZ1	castor homolog 1; zinc finger
cg10892866	PYGO2	pygopus homolog 2
cg10893007	NBR2	hypothetical protein LOC10230
cg10893437	C13orf8	hypothetical protein LOC283489
cg10894102	CLIC4	chloride intracellular channel 4
cg10894453	ITM2A	integral membrane protein 2A
cg10894512	ACTA2	alpha 2 actin
cg10895130	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like isoform 1
cg10895543	CDKN2A	cyclin-dependent kinase inhibitor 2A isoform 3
cg10896774	C7orf34	hypothetical protein LOC135927
cg10896886	ACTR3B	actin-related protein 3-beta
cg10897648	MALT1	mucosa associated lymphoid tissue lymphoma translocation protein 1 isoform a
cg10900550	TDRD7	tudor domain containing 7
cg10904672	FCGR1A	Fc fragment of IgG; high affinity Ia; receptor (CD64)
cg10905613	GPS2	G protein pathway suppressor 2
cg10905918	RPS24	ribosomal protein S24 isoform c
cg10906135	GLTSCR1	glioma tumor suppressor candidate region gene 1
cg10906552	IL1RAP	interleukin 1 receptor accessory protein isoform 1
cg10906663	PHEX	X-linked phosphate regulating endopeptidase homolog
cg10907112	POF1B	premature ovarian failure; 1B
cg10908369	C2orf32	chromosome 2 open reading frame 32
cg10909324	EHMT2	HLA-B associated transcript 8 isoform a
cg10910525	HRC	histidine-rich calcium-binding protein precursor
cg10910775	CDC27	cell division cycle protein 27
cg10911660	ZNF585A	zinc finger protein 585A
cg10911877	PAFAH1B1	platelet-activating factor acetylhydrolase; isoform Ib; alpha subunit (45kD)
cg10912077	LMO4	LIM domain only 4
cg10912268	SPTLC1	serine palmitoyltransferase subunit 1 isoform a
cg10913563	C8orf55	mesenchymal stem cell protein DSCD75
cg10917602	HSD3B7	3 beta-hydroxy-delta 5-C27-steroid oxidoreductase
cg10917619	NRXN1	neurexin 1 isoform alpha precursor
cg10918202	BAALC	brain and acute leukemia; cytoplasmic isoform 1
cg10918419	C8orf55	mesenchymal stem cell protein DSCD75
cg10918927	HOXC4	homeobox C4
cg10919204	CDH6	cadherin 6; type 2 preproprotein
cg10919329	SLC35A1	solute carrier family 35 (CMP-sialic acid transporter); member A1
cg10920302	LARS2	leucyl-tRNA synthetase 2; mitochondrial precursor
cg10920427	BXDC1	brix domain containing 1
cg10920765	HBG2	G-gamma globin
cg10920957	JPH3	junctophilin 3
cg10922163	C9orf23	hypothetical protein LOC138716
cg10922280	DPEP2	dipeptidase 2
cg10922622	FSD1NL	cystatin and DUF19 domain-containing protein 1
cg10923408	MGC40178	hypothetical protein LOC122046
cg10925082	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta
cg10926623	L1CAM	L1 cell adhesion molecule isoform 2 precursor
cg10927536	LOC402055	hypothetical protein LOC402055
cg10929387	ITIH4	inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein)
cg10934032	RNASE6	ribonuclease; RNase A family; k6
cg10935064	SYCP3	synaptonemal complex protein 3
cg10935550	BTG2	B-cell translocation gene 2
cg10935709	CBWD1	COBW domain containing 1
cg10935723	KCNK10	potassium channel; subfamily K; member 10 isoform 1
cg10936230	RAB27A	Ras-related protein Rab-27A
cg10936763	CDKN1A	cyclin-dependent kinase inhibitor 1A
cg10938286	CST2	cystatin SA precursor
cg10938446	IL1RN	interleukin 1 receptor antagonist isoform 3
cg10938486	FLJ20581	hypothetical protein LOC54988
cg10940099	CD164	CD164 antigen; sialomucin
cg10940418	SLC39A7	solute carrier family 39 (zinc transporter); member 7
cg10942056	DISP1	dispatched A
cg10943191	TMEM52	transmembrane protein 52
cg10944783	TBPIP	TBP-1 interacting protein isoform 1
cg10946435	KCNN3	small conductance calcium-activated potassium channel protein 3 isoform a
cg10947146	XKR6	XK-related protein 6 isoform b
cg10948777	DNM2	dynamin 2 isoform 3
cg10948883	DDX41	DEAD-box protein abstrakt
cg10949322	CUL2	cullin 2
cg10950297	EFNB1	ephrin-B1 precursor
cg10951619	FAM5C	family with sequence similarity 5; member C
cg10954182	NFYB	nuclear transcription factor Y; beta
cg10957151	HOXD9	homeobox D9
cg10957200	HSPA14	heat shock 70kDa protein 14
cg10957584	FAM86A	hypothetical protein LOC196483 isoform 2
cg10957680	G1P3	interferon induced 6-16 protein isoform b
cg10958402	RNF7	ring finger protein 7 isoform 1
cg10959933	C15orf39	hypothetical protein LOC56905
cg10960626	C8orf45	hypothetical protein LOC157777
cg10960946	UBE2I	ubiquitin-conjugating enzyme E2I
cg10962407	ALS2CR15	Ica69-related protein
cg10964421	TNFRSF10D	tumor necrosis factor receptor superfamily; member 10d precursor
cg10965432	FTS	fused toes homolog
cg10965489	MAK	male germ cell-associated kinase
cg10966500	TCHP	trichoplein
cg10967280	C12orf12	hypothetical protein LOC196477
cg10968649	JMJD2A	jumonji domain containing 2A
cg10968815	BPIL1	bactericidal/permeability-increasing protein-like 1
cg10970251	SLC25A22	mitochondrial glutamate carrier 1
cg10970409	VIPR1	vasoactive intestinal peptide receptor 1
cg10971269	TMEM106B	hypothetical protein LOC54664
cg10971346	PIGV	phosphatidylinositol glycan class V
cg10971750	VRK1	vaccinia related kinase 1
cg10971790	FLJ22688	hypothetical protein LOC80199
cg10972353	SCD5	stearoyl-CoA desaturase 4 isoform b
cg10972821	AKAP1	A-kinase anchor protein 1 isoform 1 precursor
cg10976172	FLJ32130	hypothetical protein LOC146540
cg10976673	CCRN4L	CCR4 carbon catabolite repression 4-like
cg10977115	CRTAM	class-I MHC-restricted T cell associated molecule
cg10978346	INPP4B	inositol polyphosphate-4-phosphatase; type II; 105kD
cg10978355	CKMT2	sarcomeric mitochondrial creatine kinase precursor
cg10978402	IQGAP1	IQ motif containing GTPase activating protein 1
cg10979891	SMOC1	secreted modular calcium-binding protein 1
cg10981541	FAM57A	family with sequence similarity 57; member A
cg10982775	PLEKHA8	pleckstrin homology domain containing; family A (phosphoinositide binding specific) member 8
cg10983208	SPOCK2	sparc/osteonectin; cwcv and kazal-like domains proteoglycan (testican) 2
cg10983720	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2
cg10984852	ECHS1	mitochondrial short-chain enoyl-coenzyme A hydratase 1 precursor
cg10985320	JRKL	jerky homolog-like
cg10985987	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 2
cg10986043	TCAP	telethonin
cg10987882	RNF24	ring finger protein 24
cg10988561	PDCD6	programmed cell death 6
cg10989326	EVI5	ecotropic viral integration site 5
cg10989517	SERGEF	deafness locus associated putative guanine nucleotide exchange factor
cg10990993	MLH1	MutL protein homolog 1
cg10994126	PAPPA2	pappalysin 2 isoform 1
cg10994379	CAPSL	calcyphosine-like
cg10994430	PALM2-AKAP2	PALM2-AKAP2 protein isoform 1
cg10994858	MINPP1	multiple inositol polyphosphate histidine phosphatase; 1
cg10995359	LYCAT	lysocardiolipin acyltransferase isoform 2
cg10995380	TGFB1I1	androgen receptor coactivator ARA55
cg10995925	LTA	lymphotoxin alpha precursor
cg10996143	FKBP1A	FK506-binding protein 1A
cg10997248	FXYD2	FXYD domain-containing ion transport regulator 2 isoform 2
cg10999429	ACVRL1	activin A receptor type II-like 1
cg11000221	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40
cg11003133	AIM2	absent in melanoma 2
cg11004890	SLC4A11	solute carrier family 4 member 11
cg11005091	HNRPA1	heterogeneous nuclear ribonucleoprotein A1 isoform b
cg11005826	IGF2AS	insulin-like growth factor 2 antisense
cg11007123	SPTAN1	spectrin; alpha; non-erythrocytic 1 (alpha-fodrin)
cg11007423	SPPL2A	signal peptide peptidase-like 2A
cg11008571	CG018	hypothetical protein LOC90634
cg11008866	CASR	calcium-sensing receptor
cg11009596	AURKB	aurora kinase B
cg11009736	MARCO	macrophage receptor with collagenous structure
cg11010122	DNAJB14	DnaJ (Hsp40) homolog; subfamily B; member 14 isoform 2
cg11011602	RPL7A	ribosomal protein L7a
cg11011938	SEMA5A	semaphorin 5A
cg11012046	LOC89944	hypothetical protein LOC89944
cg11015241	ATP10A	ATPase; Class V; type 10A
cg11016563	TRPC6	transient receptor potential cation channel; subfamily C; member 6
cg11016745	FLJ25444	hypothetical protein LOC254158
cg11017269	RHOBTB3	rho-related BTB domain containing 3
cg11018904	C20orf28	hypothetical protein LOC25876
cg11021744	SLC6A1	solute carrier family 6 (neurotransmitter transporter; GABA); member 1
cg11023442	SKIP	skeletal muscle and kidney enriched inositol phosphatase isoform 2
cg11024597	ECRG4	esophageal cancer related gene 4 protein
cg11025793	STX10	syntaxin 10
cg11027330	METRN	meteorin; glial cell differentiation regulator
cg11027570	RBP1	retinol binding protein 1; cellular
cg11029501	TARBP1	TAR RNA binding protein 1
cg11032157	TAS2R50	taste receptor; type 2; member 50
cg11033833	GPR101	G protein-coupled receptor 101
cg11034784	MTERFD2	MTERF domain containing 2
cg11034861	FBXL8	F-box and leucine-rich repeat protein 8
cg11035216	RASSF1	Ras association domain family 1 isoform A
cg11037148	HIST1H4J	H4 histone family; member E
cg11037424	C20orf14	U5 snRNP-associated 102 kDa protein
cg11037772	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)
cg11037787	PLA2G2A	phospholipase A2; group IIA
cg11037818	C1orf132	
cg11038081	ZNF235	zinc finger protein 93 homolog
cg11038843	B3GAT1	beta-1;3-glucuronyltransferase 1
cg11039072	FLJ20582	hypothetical protein LOC54989
cg11041457	GNL3	guanine nucleotide binding protein-like 3 isoform 1
cg11041966	RBM28	RNA binding motif protein 28
cg11042320	PDGFRB	platelet-derived growth factor receptor beta precursor
cg11042454	TUBB2C	tubulin; beta; 2
cg11043092	MCPH1	microcephalin
cg11044163	CPVL	serine carboxypeptidase vitellogenic-like
cg11044263	TMEM65	hypothetical protein LOC157378
cg11044823	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
cg11047295	HMGB1	high-mobility group box 1
cg11049298	HNRPA0	heterogeneous nuclear ribonucleoprotein A0
cg11049305	KIAA1166	hepatocellular carcinoma-associated antigen 127
cg11050116	PCM1	pericentriolar material 1
cg11050527	ATP6V1H	ATPase; H+ transporting; lysosomal 50/57kDa; V1 subunit H isoform 1
cg11051139	LOC144501	hypothetical protein LOC144501
cg11051158	C2orf3	hypothetical protein LOC6936
cg11051843	SEMA3C	semaphorin 3C
cg11052068	CDC40	pre-mRNA splicing factor 17
cg11052143	ALS2CR11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region; candidate 11
cg11053574	NT5C3L	hypothetical protein LOC115024
cg11053740	RAB2B	RAB2B protein
cg11054882	TRAPPC4	trafficking protein particle complex 4
cg11054936	GJB2	gap junction protein; beta 2; 26kDa (connexin 26)
cg11056832	PKN3	protein kinase PKNbeta
cg11057497	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
cg11058696	SNRPB2	small nuclear ribonucleoprotein polypeptide B
cg11058932	TSGA13	testis specific; 13
cg11059341	MYL1	fast skeletal myosin alkali light chain 1 isoform 1f
cg11059483	ESR2	estrogen receptor 2
cg11061603	RPS10	ribosomal protein S10
cg11061975	SIRPB2	signal-regulatory protein beta 2 isoform 1
cg11062095	C5orf15	hypothetical protein LOC56951
cg11063110	CPA5	carboxypeptidase A5
cg11063988	SIX5	sine oculis homeobox homolog 5
cg11064206	ABCB9	ATP-binding cassette; sub-family B (MDR/TAP); member 9 isoform 2
cg11064558	ZNF295	zinc finger protein 295
cg11064797	C5orf16	hypothetical protein LOC285613
cg11065385	B4GALNT3	beta 1;4-N-acetylgalactosaminyltransferase-transferase-III
cg11065518	MDH1B	malate dehydrogenase 1B; NAD (soluble)
cg11065693	ISGF3G	interferon-stimulated transcription factor 3; gamma 48kDa
cg11068096	KRT14	keratin 14
cg11070419	C4BPA	complement component 4 binding protein; alpha chain precursor
cg11070941	STX11	syntaxin 11
cg11072113	VWCE	hypothetical protein LOC220001
cg11074362	DENND4C	hypothetical protein LOC55667
cg11074746	C2orf4	chromosome 2 open reading frame 4
cg11075556	ANKRD7	testis-specific ankyrin motif containing protein
cg11075745	CLDN19	claudin 19
cg11077161	SIPA1L1	signal-induced proliferation-associated 1 like 1
cg11078738	ANTXR1	tumor endothelial marker 8 isoform 1 precursor
cg11079619	INHBA	inhibin beta A precursor
cg11080718	HIGD1A	HIG1 domain family; member 1A
cg11081833	LGALS2	lectin; galactoside-binding; soluble; 2
cg11082575	FAM60A	family with sequence similarity 60; member A
cg11084020	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
cg11084035	GANAB	alpha glucosidase II alpha subunit isoform 2
cg11084611	C2orf27	hypothetical protein LOC29798
cg11086066	NFATC2	nuclear factor of activated T-cells; cytoplasmic; calcineurin-dependent 2 isoform C
cg11086568	WDR53	WD repeat domain 53
cg11091262	GALNTL5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5
cg11093356	DDX19A	DDX19-like protein
cg11094938	ATP2A1	ATPase; Ca++ transporting; fast twitch 1 isoform a
cg11095315	PABPN1	poly(A) binding protein; nuclear 1
cg11096640	ACTR3B	actin-related protein 3-beta
cg11096837	CGI-96	hypothetical protein LOC27341
cg11096993	ACY3	aspartoacylase (aminocyclase) 3
cg11098259	AQP9	aquaporin 9
cg11099291	MGC14376	hypothetical protein LOC84981
cg11099899	CLDN14	claudin 14
cg11100802	TRIM52	hypothetical protein LOC84851
